source_id,source_file,source_report,geometry_source,source_x_m,source_y_m,conversion_crs,conversion_status,longitude,latitude
metallic_e00_lab_108,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,54.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99949012,18.0
metallic_e00_lab_109,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,32032.055,21914.66,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.6972046,18.19776915
metallic_e00_lab_110,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,55.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99948067,18.0
metallic_e00_lab_111,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,69899.594,32653.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.33888258,18.29388808
metallic_e00_lab_112,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,56.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99947123,18.0
metallic_e00_lab_113,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,33147.563,21855.734,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.6866608,18.19721982
metallic_e00_lab_114,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,57.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99946179,18.0
metallic_e00_lab_115,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,75040.578,31995.883,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.29028327,18.28777693
metallic_e00_lab_116,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,58.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99945235,18.0
metallic_e00_lab_117,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,33941.75,21857.109,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.67915345,18.19721984
metallic_e00_lab_118,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,59.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.9994429,18.0
metallic_e00_lab_119,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,73868.406,31376.168,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.30139171,18.28221892
metallic_e00_lab_120,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,60.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99943346,18.0
metallic_e00_lab_121,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,33796.461,20933.492,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.68054204,18.18887708
metallic_e00_lab_122,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,61.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99942402,18.0
metallic_e00_lab_123,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,27477.105,21692.777,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.74026493,18.19582748
metallic_e00_lab_124,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,62.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99941458,18.0
metallic_e00_lab_125,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,26595.188,20922.293,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.74861147,18.18887707
metallic_e00_lab_126,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,63.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99940514,18.0
metallic_e00_lab_127,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,35117.492,20629.316,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.66806035,18.18610762
metallic_e00_lab_128,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,64.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99939569,18.0
metallic_e00_lab_129,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,38583.906,21188.141,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.63528449,18.19109726
metallic_e00_lab_130,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,65.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99938625,18.0
metallic_e00_lab_131,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,39528.07,20484.109,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.62637332,18.18471907
metallic_e00_lab_132,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,66.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99937681,18.0
metallic_e00_lab_133,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,38233.578,20388.633,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.63861084,18.18387985
metallic_e00_lab_134,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,67.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99936737,18.0
metallic_e00_lab_135,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,110638.14,27246.75,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-65.95387281,18.24332807
metallic_e00_lab_136,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,68.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99935792,18.0
metallic_e00_lab_137,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,111080.97,26572.809,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-65.94972233,18.23721694
metallic_e00_lab_138,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,69.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99934848,18.0
metallic_e00_lab_139,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,111638.98,26636.824,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-65.94444293,18.23776625
metallic_e00_lab_140,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,70.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99933904,18.0
metallic_e00_lab_141,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,116518.84,26174.465,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-65.89833079,18.23332976
metallic_e00_lab_142,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,71.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.9993296,18.0
metallic_e00_lab_143,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,120634.31,26168.414,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-65.85942095,18.23304748
metallic_e00_lab_144,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,72.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99932016,18.0
metallic_e00_lab_145,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,123854.59,23052.828,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-65.82916269,18.20471953
metallic_e00_lab_146,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,73.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99931071,18.0
metallic_e00_lab_147,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,84984.313,8639.117,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.19720459,18.0763893
metallic_e00_lab_148,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,74.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99930127,18.0
metallic_e00_lab_149,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,121829.53,22424.313,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-65.84834303,18.19915769
metallic_e00_lab_150,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,75.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99929183,18.0
metallic_e00_lab_151,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,88678.734,4319.571,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.16249096,18.03721618
metallic_e00_lab_152,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,76.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99928239,18.0
metallic_e00_lab_153,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,122479.72,21968.117,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-65.84222415,18.19499969
metallic_e00_lab_154,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,77.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99927294,18.0
metallic_e00_lab_155,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,123364.78,21388.855,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-65.83389287,18.18971633
metallic_e00_lab_156,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,78.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.9992635,18.0
metallic_e00_lab_157,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,87592.375,4098.922,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.17276004,18.03526687
metallic_e00_lab_158,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,79.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99925406,18.0
metallic_e00_lab_159,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,124366.78,21210.707,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-65.82443249,18.1880493
metallic_e00_lab_160,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,80.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99924462,18.0
metallic_e00_lab_161,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,87801.281,3269.742,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.1708222,18.02776718
metallic_e00_lab_162,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,81.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99923517,18.0
metallic_e00_lab_163,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,100094.03,3913.045,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.0547028,18.03304672
metallic_e00_lab_164,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,82.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99922573,18.0
metallic_e00_lab_165,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,100684.47,3147.998,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.04916383,18.02610779
metallic_e00_lab_166,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,83.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99921629,18.0
metallic_e00_lab_167,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,101779.36,1707.867,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.03889475,18.01304627
metallic_e00_lab_168,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,84.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99920685,18.0
metallic_e00_lab_169,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,132194.31,28120.574,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-65.75000012,18.25
metallic_e00_lab_170,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,85.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99919741,18.0
metallic_e00_lab_171,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,17015.703,54177.18,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.83888247,18.48943707
metallic_e00_lab_172,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,86.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99918796,18.0
metallic_e00_lab_173,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,30572.535,52564.75,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.71054077,18.47471614
metallic_e00_lab_174,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,87.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99917852,18.0
metallic_e00_lab_175,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,48229.586,53831.125,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.54333499,18.48582839
metallic_e00_lab_176,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,88.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99916908,18.0
metallic_e00_lab_177,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,90784.969,32124.305,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.14137269,18.28832625
metallic_e00_lab_178,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,89.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99915964,18.0
metallic_e00_lab_179,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,81536.016,52129.953,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.2280427,18.46943664
metallic_e00_lab_180,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,90.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99915019,18.0
metallic_e00_lab_181,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,99533.625,38193.938,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.05833446,18.34276962
metallic_e00_lab_182,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,91.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99914075,18.0
metallic_e00_lab_183,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,93636.266,37672.828,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.11415114,18.33832926
metallic_e00_lab_184,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,92.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99913131,18.0
metallic_e00_lab_185,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,-18200.605,40128.797,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-67.17221069,18.36249922
metallic_e00_lab_186,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,93.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99912187,18.0
metallic_e00_lab_187,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,95194.578,36973.195,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.09944165,18.33193967
metallic_e00_lab_188,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,94.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99911242,18.0
metallic_e00_lab_189,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,96606.844,36149.648,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.08612065,18.32443618
metallic_e00_lab_190,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,95.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99910298,18.0
metallic_e00_lab_191,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,37237.047,19803.207,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.64804078,18.17860792
metallic_e00_lab_192,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,96.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99909354,18.0
metallic_e00_lab_193,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,97632.453,36523.445,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.07640086,18.32776636
metallic_e00_lab_194,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,97.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.9990841,18.0
metallic_e00_lab_195,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,39442.719,18792.574,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.62721252,18.16943738
metallic_e00_lab_196,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,98.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99907466,18.0
metallic_e00_lab_197,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,100876.11,34388.313,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.04582226,18.30832669
metallic_e00_lab_198,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,99.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99906521,18.0
metallic_e00_lab_199,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,33102.008,15429.301,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.68719483,18.13915634
metallic_e00_lab_200,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,100.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99905577,18.0
metallic_e00_lab_201,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,96051.984,29659.328,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.09167494,18.26582715
metallic_e00_lab_202,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,101.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99904633,18.0
metallic_e00_lab_203,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,34658.25,14724.818,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.67250063,18.13276671
metallic_e00_lab_204,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,102.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99903689,18.0
metallic_e00_lab_205,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,129742.75,34407.219,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-65.77278151,18.30693816
metallic_e00_lab_206,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,103.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99902744,18.0
metallic_e00_lab_207,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,28660.695,14869.176,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.72917178,18.13415909
metallic_e00_lab_208,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,104.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.999018,18.0
metallic_e00_lab_209,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,28105.832,14438.988,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.7344208,18.13027952
metallic_e00_lab_210,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,105.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99900856,18.0
metallic_e00_lab_211,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,86449.203,9413.59,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.18333447,18.08332825
metallic_e00_lab_212,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,106.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99899912,18.0
metallic_e00_lab_213,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,42689.961,25871.016,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.59637454,18.23332976
metallic_e00_lab_214,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,107.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99898967,18.0
metallic_e00_lab_215,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,46782.438,22651.813,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.55775455,18.20415876
metallic_e00_lab_216,metallic.e00,USGS OFR 98-038,ARC/INFO E00 LAB coordinate,108.0,0.0,Polyconic lon_0=-67 lat_0=18 Clarke 1866 meters to EPSG:4326,derived_from_lab_coordinates_attributes_pending,-66.99898023,18.0
